"","Overall_Rating","Technical_Skills","Teamwork","Customer_Service","Hire_Again","High_Performer","Retained","scale"
"2176",3,4,4,3,4,0,0,-0.178243154527942
"2177",3,3,3,3,4,0,1,-1.82363155488248
"2179",1,1,1,2,2,0,1,-10.3304266888721
"2180",2,2,2,2,2,0,0,-7.67235514030855
"2181",5,5,5,5,5,1,0,8.21426533141532
"2182",2,2,3,2,2,0,0,-6.68021664997441
"2183",3,3,3,3,3,0,1,-2.60142420329088
"2184",2,2,3,3,3,0,1,-4.61390893257133
"2185",3,3,3,3,4,0,0,-2.17018322593355
"2186",2,2,3,3,3,0,1,-4.61390893257133
"2187",1,1,2,3,2,0,0,-8.7428764716454
"2188",3,3,3,3,5,0,0,-1.39239057752515
"2189",3,3,3,3,4,0,1,-1.82363155488248
"2190",3,3,3,3,5,0,0,-1.39239057752515
"2191",3,3,3,4,4,0,0,-1.22821982798995
"2192",3,3,4,3,5,0,0,-0.400252087191017
"2193",4,4,4,4,5,1,1,4.6142303849082
"2194",4,3,4,3,5,1,1,2.67246540589312
"2195",5,5,5,5,5,1,1,8.56081700246639
"2196",2,3,3,3,4,0,1,-2.83631470309146
"2197",2,3,3,4,2,0,0,-3.79648827301573
"2198",4,4,5,4,5,1,1,5.60636887524234
"2199",5,5,5,5,5,1,0,8.21426533141532
"2200",2,3,3,3,4,0,0,-3.18286637414253
"2201",3,3,3,3,5,0,1,-1.04583890647407
"2202",3,3,3,4,4,0,0,-1.22821982798995
"2204",2,3,3,3,4,0,0,-3.18286637414253
"2205",4,3,3,4,5,1,1,2.62229031350259
"2206",3,3,3,3,4,0,0,-2.17018322593355
"2207",4,4,5,5,5,1,1,6.54833227318594
"2208",5,4,5,5,5,1,1,7.56101542139492
"2209",3,3,3,3,4,0,0,-2.17018322593355
"2210",2,2,3,3,4,0,0,-4.18266795521401
"2211",3,3,4,4,5,1,0,2.25519398457667
"2212",4,4,4,4,5,1,1,4.6142303849082
"2213",3,3,3,3,4,0,1,-1.82363155488248
"2214",3,3,3,5,4,0,1,0.0602952410047317
"2215",3,3,3,3,4,0,0,-2.17018322593355
"2216",4,4,1,3,1,0,0,-4.47535342254657
"2217",4,4,5,5,5,1,1,6.54833227318594
"2219",1,1,1,3,1,0,1,-10.1662559393369
"2220",2,3,3,2,2,0,0,-5.68041506890294
"2221",2,1,2,1,1,0,0,-10.391912767732
"2222",4,3,4,3,5,1,1,2.67246540589312
"2223",2,3,2,2,1,0,0,-7.45034620764547
"2224",2,2,3,3,2,0,0,-5.73825325203081
"2225",3,3,4,4,5,1,1,2.60174565562774
"2226",4,4,4,4,4,1,1,3.8364377364998
"2227",4,4,4,4,4,1,1,3.8364377364998
"2228",3,3,3,3,5,0,1,-1.04583890647407
"2229",2,2,2,3,3,0,1,-5.60604742290547
"2230",3,3,3,3,4,0,1,-1.82363155488248
"2231",4,3,4,3,4,0,0,-0.165361587390438
"2232",3,3,3,3,4,0,1,-1.82363155488248
"2233",3,3,3,3,4,0,0,-2.17018322593355
"2234",2,3,1,3,1,0,1,-7.15396962898493
"2235",3,3,3,3,5,0,1,-1.04583890647407
"2236",4,3,4,3,5,1,1,2.67246540589312
"2237",3,3,3,3,4,0,0,-2.17018322593355
"2238",3,3,3,3,4,0,1,-1.82363155488248
"2239",3,3,3,3,5,0,1,-1.04583890647407
"2240",4,4,5,5,5,1,1,6.54833227318594
"2241",1,2,2,3,3,0,0,-6.96528224216552
"2242",3,3,3,3,4,0,1,-1.82363155488248
"2243",3,3,4,4,4,0,0,-0.236081337655814
"2244",3,2,3,2,3,0,0,-4.88974085335703
"2245",2,2,3,3,2,0,1,-5.39170158097973
"2246",2,2,1,1,2,0,0,-9.60645702858629
"2247",4,4,4,4,5,1,1,4.6142303849082
"2248",4,4,4,4,5,1,0,4.26767871385712
"2249",2,2,3,3,4,0,0,-4.18266795521401
"2250",3,3,3,3,4,0,0,-2.17018322593355
"2251",4,4,4,4,4,1,0,3.48988606544872
"2252",4,4,4,4,5,1,1,4.6142303849082
"2253",3,3,3,3,4,0,0,-2.17018322593355
"2254",3,4,3,3,4,0,1,-0.823829973811001
"2255",3,3,3,3,4,0,1,-1.82363155488248
"2256",3,3,4,3,5,0,1,-0.05370041613994
"2257",2,3,3,3,4,0,1,-2.83631470309146
"2258",3,3,3,3,5,0,1,-1.04583890647407
"2259",3,5,5,3,5,1,1,4.65152391016123
"2260",3,3,3,4,5,0,0,-0.450427179581548
"2261",4,4,4,4,4,1,1,3.8364377364998
"2262",4,4,5,5,5,1,0,6.20178060213486
"2263",4,3,3,4,5,1,1,2.62229031350259
"2264",3,3,3,3,4,0,1,-1.82363155488248
"2265",4,4,4,4,5,1,1,4.6142303849082
"2266",3,3,3,3,3,0,1,-2.60142420329088
"2267",3,2,4,4,4,0,0,-1.23588291872729
"2268",3,3,3,3,4,0,0,-2.17018322593355
"2269",3,3,3,3,4,0,0,-2.17018322593355
"2270",4,4,4,4,5,1,1,4.6142303849082
"2271",3,3,3,5,4,0,1,0.0602952410047317
"2272",2,2,3,3,4,0,0,-4.18266795521401
"2273",4,4,4,4,5,1,1,4.6142303849082
"2274",3,3,4,4,5,1,1,2.60174565562774
"2277",1,1,1,3,1,0,1,-10.1662559393369
"2278",3,3,3,3,4,0,1,-1.82363155488248
"2279",3,2,4,3,3,0,1,-2.60908729402822
"2280",2,2,2,2,2,0,0,-7.67235514030855
"2281",3,3,3,3,4,0,1,-1.82363155488248
"2282",4,3,4,4,5,1,1,3.61442880383672
"2283",2,2,3,3,4,0,1,-3.83611628416293
"2284",3,2,3,3,5,0,1,-2.04564048754555
"2285",5,5,5,5,5,1,1,8.56081700246639
"2286",3,3,3,3,5,0,1,-1.04583890647407
"2287",4,4,4,4,5,1,0,4.26767871385712
"2288",2,1,3,3,2,0,1,-6.39150316205121
"2289",5,2,2,2,4,0,0,-3.07872039886481
"2290",3,4,4,5,4,1,0,3.41916631518335
"2292",4,4,4,4,5,1,0,4.26767871385712
"2293",2,2,3,2,3,0,1,-5.55587233051494
"2294",4,3,4,4,5,1,1,3.61442880383672
"2296",2,2,5,5,3,0,0,-1.09225682706693
"2297",3,4,3,3,4,0,0,-1.17038164486208
"2298",3,3,3,3,4,0,0,-2.17018322593355
"2299",4,4,4,4,5,1,1,4.6142303849082
"2300",4,4,4,4,4,1,0,3.48988606544872
"2301",3,3,3,3,4,0,0,-2.17018322593355
"2302",3,3,3,3,5,0,0,-1.39239057752515
"2303",3,3,3,3,4,0,1,-1.82363155488248
"2304",4,4,4,4,5,1,1,4.6142303849082
"2305",1,1,2,1,1,0,1,-11.0580442448899
"2306",3,3,3,3,4,0,0,-2.17018322593355
"2307",1,1,1,3,1,0,0,-10.5128076103879
"2308",4,4,4,4,5,1,1,4.6142303849082
"2309",5,5,5,5,5,1,0,8.21426533141532
"2310",3,3,4,4,5,1,0,2.25519398457667
"2311",3,3,3,3,4,0,0,-2.17018322593355
"2313",3,3,3,3,3,0,0,-2.94797587434195
"2314",3,3,3,3,4,0,1,-1.82363155488248
"2315",3,3,3,3,4,0,0,-2.17018322593355
"2316",3,3,3,3,4,0,1,-1.82363155488248
"2317",5,4,3,4,5,1,0,4.28822337173197
"2318",3,3,3,3,4,0,0,-2.17018322593355
"2319",3,3,3,3,2,0,1,-3.37921685169928
"2320",4,3,3,4,5,1,1,2.62229031350259
"2321",2,2,3,3,4,0,0,-4.18266795521401
"2322",4,3,4,4,5,1,1,3.61442880383672
"2323",4,4,4,4,5,1,0,4.26767871385712
"2324",3,3,3,3,4,0,0,-2.17018322593355
"2325",3,3,3,4,4,0,0,-1.22821982798995
"2326",4,4,4,5,4,1,0,4.43184946339233
"2327",2,2,2,2,2,0,0,-7.67235514030855
"2328",2,2,2,2,2,0,1,-7.32580346925747
"2329",3,3,3,3,4,0,0,-2.17018322593355
"2330",3,3,3,3,4,0,0,-2.17018322593355
"2332",4,4,5,5,5,1,0,6.20178060213486
"2333",3,3,3,3,1,0,0,-4.50356117115876
"2334",4,3,4,4,5,1,1,3.61442880383672
"2335",5,4,5,5,5,1,1,7.56101542139492
"2336",4,3,4,4,4,1,1,2.83663615542832
"2337",4,4,4,4,5,1,0,4.26767871385712
"2338",2,2,2,1,2,0,0,-8.61431853825215
"2339",2,2,2,2,2,0,0,-7.67235514030855
"2340",3,3,4,3,5,0,1,-0.05370041613994
"2341",4,4,5,5,5,1,1,6.54833227318594
"2342",3,3,3,3,5,0,1,-1.04583890647407
"2343",3,3,4,4,5,1,0,2.25519398457667
"2344",2,3,2,3,4,0,1,-3.82845319342559
"2345",3,3,3,3,5,0,1,-1.04583890647407
"2346",3,3,3,3,4,0,1,-1.82363155488248
"2347",3,3,3,3,4,0,1,-1.82363155488248
"2348",2,3,3,3,2,0,1,-4.39189999990826
"2349",4,4,4,4,5,1,1,4.6142303849082
"2350",1,1,1,1,1,0,0,-12.3967344062751
"2351",3,3,3,3,4,0,1,-1.82363155488248
"2352",3,3,4,4,5,1,1,2.60174565562774
"2353",3,3,3,3,4,0,1,-1.82363155488248
"2354",3,3,3,3,4,0,1,-1.82363155488248
"2355",3,3,3,3,3,0,0,-2.94797587434195
"2356",3,3,3,3,3,0,0,-2.94797587434195
"2357",4,4,4,5,5,1,0,5.20964211180073
"2358",3,3,3,4,5,0,0,-0.450427179581548
"2359",2,2,2,2,3,0,0,-6.89456249190015
"2360",3,3,3,3,4,0,1,-1.82363155488248
"2361",3,3,3,3,3,0,0,-2.94797587434195
"2362",4,4,4,4,4,1,1,3.8364377364998
"2363",3,3,3,3,4,0,0,-2.17018322593355
"2364",5,5,5,5,5,1,1,8.56081700246639
"2365",2,3,3,2,2,0,1,-5.33386339785186
"2366",3,3,3,3,3,0,1,-2.60142420329088
"2367",4,4,4,4,5,1,0,4.26767871385712
"2368",4,4,4,4,5,1,1,4.6142303849082
"2369",3,3,3,3,4,0,0,-2.17018322593355
"2370",4,5,5,4,4,1,0,5.48182613685433
"2371",4,4,4,4,5,1,1,4.6142303849082
"2372",4,4,4,4,5,1,1,4.6142303849082
"2373",3,3,3,2,4,0,0,-3.11214662387716
"2375",3,3,3,3,4,0,1,-1.82363155488248
"2376",3,3,3,3,5,0,1,-1.04583890647407
"2377",4,3,4,5,5,1,0,4.20984053072925
"2379",3,3,2,4,5,0,1,-1.09601399886461
"2381",4,4,4,4,4,1,0,3.48988606544872
"2382",4,3,3,3,4,0,0,-1.15750007772457
"2383",4,4,4,4,5,1,0,4.26767871385712
"2384",2,2,2,2,2,0,0,-7.67235514030855
"2385",4,4,4,4,4,1,1,3.8364377364998
"2386",3,3,4,4,2,0,1,-1.44511496342154
"2387",3,3,3,3,5,0,1,-1.04583890647407
"2388",3,3,3,3,4,0,0,-2.17018322593355
"2389",3,4,4,4,4,1,1,2.82375458829082
"2390",4,3,3,3,5,0,1,-0.0331557582650954
"2391",5,5,5,5,5,1,1,8.56081700246639
"2392",4,4,4,4,5,1,0,4.26767871385712
"2393",3,3,3,3,4,0,0,-2.17018322593355
"2394",2,3,3,4,3,0,0,-3.01869562460733
"2395",4,3,4,5,4,1,1,3.77859955337193
"2396",3,3,3,3,4,0,1,-1.82363155488248
"2397",1,1,1,1,1,0,1,-12.0501827352241
"2398",3,3,3,3,4,0,1,-1.82363155488248
"2399",3,3,3,2,4,0,0,-3.11214662387716
"2400",1,1,1,3,1,0,1,-10.1662559393369
"2401",3,3,3,3,4,0,0,-2.17018322593355
"2402",3,3,4,4,4,0,0,-0.236081337655814
"2403",3,3,3,2,3,0,0,-3.88993927228556
"2404",4,4,4,4,5,1,1,4.6142303849082
"2405",3,3,4,4,4,0,1,0.110470333395263
"2406",3,3,3,3,4,0,1,-1.82363155488248
"2407",4,4,5,4,5,1,1,5.60636887524234
"2408",2,3,3,4,4,0,1,-1.89435130514785
"2409",3,3,4,3,4,0,1,-0.831493064548341
"2410",2,3,2,2,2,0,1,-6.326001888186
"2411",4,4,5,4,5,1,0,5.25981720419126
"2413",4,4,4,5,5,1,1,5.5561937828518
"2414",4,4,4,4,4,1,0,3.48988606544872
"2415",3,3,3,3,4,0,1,-1.82363155488248
"2416",4,5,4,5,5,1,1,6.55599536392328
"2417",4,3,3,3,5,0,1,-0.0331557582650954
"2418",4,4,4,4,5,1,1,4.6142303849082
"2419",4,5,5,4,5,1,0,6.25961878526273
"2420",4,3,4,3,4,0,1,0.181190083660639
"2421",4,4,4,5,5,1,1,5.5561937828518
"2422",3,3,3,3,4,0,1,-1.82363155488248
"2423",3,1,3,3,4,0,0,-4.1697863880765
"2424",3,3,3,3,4,0,1,-1.82363155488248
"2425",5,4,5,5,5,1,1,7.56101542139492
"2426",4,4,4,4,5,1,1,4.6142303849082
"2429",3,3,3,3,4,0,1,-1.82363155488248
"2430",3,3,3,3,4,0,0,-2.17018322593355
"2431",3,4,5,5,5,1,1,5.53564912497696
"2432",4,4,4,4,4,1,1,3.8364377364998
"2433",3,3,4,4,5,1,0,2.25519398457667
"2434",3,3,4,4,4,0,1,0.110470333395263
"2436",3,3,4,3,4,0,1,-0.831493064548341
"2437",5,5,5,4,5,1,1,7.61885360452279
"2438",3,3,3,3,4,0,0,-2.17018322593355
"2439",4,4,4,4,5,1,1,4.6142303849082
"2440",3,3,3,3,4,0,1,-1.82363155488248
"2441",3,3,3,3,4,0,1,-1.82363155488248
"2442",5,5,5,5,5,1,1,8.56081700246639
"2443",3,3,3,4,3,0,1,-1.65946080534727
"2444",3,3,3,4,4,0,1,-0.881668156938872
"2445",3,3,3,3,3,0,0,-2.94797587434195
"2446",3,3,3,3,5,0,1,-1.04583890647407
"2447",5,3,4,5,5,1,1,5.56907534998931
"2448",3,3,3,3,5,0,0,-1.39239057752515
"2449",2,3,4,3,3,0,1,-2.62196886116572
"2450",2,2,3,2,4,0,1,-4.77807968210653
"2451",2,3,3,3,3,0,0,-3.96065902255093
"2452",2,2,3,2,2,0,0,-6.68021664997441
"2453",4,4,5,4,5,1,0,5.25981720419126
"2454",2,2,3,2,3,0,0,-5.90242400156601
"2455",5,4,4,4,5,1,0,5.2803618620661
"2456",3,3,2,2,4,0,0,-4.10428511421129
"2457",3,3,3,3,4,0,0,-2.17018322593355
"2458",5,5,5,4,5,1,1,7.61885360452279
"2459",4,4,4,4,5,1,0,4.26767871385712
"2460",3,3,4,4,4,0,1,0.110470333395263
"2461",3,3,3,4,5,0,0,-0.450427179581548
"2462",3,3,4,3,5,0,1,-0.05370041613994
"2463",1,2,2,3,3,0,0,-6.96528224216552
"2464",3,3,2,2,4,0,1,-3.75773344316021
"2465",3,3,3,4,5,0,1,-0.103875508530471
"2466",2,3,3,4,4,0,1,-1.89435130514785
"2467",3,3,3,3,5,0,0,-1.39239057752515
"2468",3,3,3,3,4,0,1,-1.82363155488248
"2469",3,3,3,3,4,0,1,-1.82363155488248
"2470",4,4,5,5,5,1,0,6.20178060213486
"2471",4,4,4,3,5,1,0,3.32571531591352
"2473",4,4,4,4,5,1,1,4.6142303849082
"2474",5,5,5,5,5,1,1,8.56081700246639
"2475",2,3,2,1,3,0,1,-6.4901726377212
"2476",2,2,2,2,4,0,1,-5.77021817244067
"2479",3,3,3,3,4,0,1,-1.82363155488248
"2480",4,4,4,4,4,1,1,3.8364377364998
"2481",2,3,3,3,3,0,0,-3.96065902255093
"2482",3,3,3,3,4,0,1,-1.82363155488248
"2483",4,4,4,3,4,1,0,2.54792266750512
"2484",4,4,4,4,5,1,1,4.6142303849082
"2485",3,3,3,3,4,0,0,-2.17018322593355
"2486",3,3,3,3,4,0,1,-1.82363155488248
"2487",4,4,4,4,5,1,0,4.26767871385712
"2488",3,3,3,3,4,0,0,-2.17018322593355
"2489",5,4,5,5,5,1,1,7.56101542139492
"2490",4,3,4,3,5,1,0,2.32591373484204
"2491",3,3,3,3,2,0,1,-3.37921685169928
"2492",3,3,3,3,4,0,0,-2.17018322593355
"2493",3,3,4,4,4,0,1,0.110470333395263
"2494",1,1,1,1,1,0,0,-12.3967344062751
"2495",3,3,3,4,4,0,1,-0.881668156938872
"2496",1,1,1,1,1,0,1,-12.0501827352241
"2497",5,4,4,5,5,1,1,6.56887693106078
"2498",5,5,5,5,5,1,0,8.21426533141532
"2499",4,4,4,4,4,1,1,3.8364377364998
"2500",2,3,3,3,3,0,0,-3.96065902255093
"2501",5,5,5,4,5,1,1,7.61885360452279
"2502",5,5,5,5,5,1,0,8.21426533141532
"2503",4,4,5,4,5,1,1,5.60636887524234
"2504",4,3,4,4,5,1,1,3.61442880383672
"2505",3,3,3,3,4,0,0,-2.17018322593355
"2506",4,4,4,4,5,1,1,4.6142303849082
"2507",3,4,3,3,4,0,1,-0.823829973811001
"2508",4,5,5,5,5,1,1,7.54813385425741
"2509",4,4,4,4,4,1,0,3.48988606544872
"2510",4,4,4,4,5,1,0,4.26767871385712
"2511",4,4,4,4,5,1,1,4.6142303849082
"2512",5,5,5,5,5,1,1,8.56081700246639
"2513",2,2,3,2,4,0,0,-5.12463135315761
"2514",3,3,3,3,4,0,0,-2.17018322593355
"2515",3,3,3,3,4,0,1,-1.82363155488248
"2516",3,3,3,3,4,0,1,-1.82363155488248
"2517",3,3,4,3,5,0,1,-0.05370041613994
"2518",1,1,2,1,1,0,0,-11.404595915941
"2520",3,3,3,3,4,0,0,-2.17018322593355
"2521",3,3,3,3,4,0,0,-2.17018322593355
"2522",5,4,5,5,5,1,0,7.21446375034384
"2523",3,3,3,3,4,0,1,-1.82363155488248
"2524",3,3,4,4,5,1,1,2.60174565562774
"2525",2,3,3,3,3,0,1,-3.61410735149986
"2526",4,4,4,4,5,1,0,4.26767871385712
"2527",4,4,4,4,5,1,1,4.6142303849082
"2528",3,3,3,3,4,0,1,-1.82363155488248
"2529",3,3,3,3,4,0,0,-2.17018322593355
"2530",3,3,3,3,4,0,1,-1.82363155488248
"2531",3,3,4,4,4,0,0,-0.236081337655814
"2532",3,3,3,3,5,0,1,-1.04583890647407
"2533",3,3,3,3,5,0,1,-1.04583890647407
"2534",2,2,2,2,4,0,1,-5.77021817244067
"2535",3,3,3,3,3,0,1,-2.60142420329088
"2536",5,5,5,5,5,1,1,8.56081700246639
"2537",4,4,4,5,5,1,1,5.5561937828518
"2538",5,5,5,5,5,1,1,8.56081700246639
"2539",4,4,4,4,5,1,1,4.6142303849082
"2540",4,4,4,5,5,1,0,5.20964211180073
"2541",5,5,5,5,5,1,1,8.56081700246639
"2542",3,3,3,3,4,0,1,-1.82363155488248
"2543",3,3,3,3,4,0,1,-1.82363155488248
"2544",4,3,3,3,5,0,1,-0.0331557582650954
"2545",3,3,3,3,5,0,1,-1.04583890647407
"2546",5,5,5,5,4,1,1,7.78302435405799
"2547",3,3,3,2,4,0,1,-2.76559495282608
"2548",4,3,5,4,5,1,1,4.60656729417086
"2549",2,2,2,2,3,0,0,-6.89456249190015
"2550",2,3,2,1,2,0,0,-7.61451695718068
"2551",4,4,5,5,5,1,1,6.54833227318594
"2552",4,5,4,4,5,1,0,5.2674802949286
"2554",2,2,2,4,3,0,1,-4.66408402496186
"2555",3,3,3,3,4,0,1,-1.82363155488248
"2556",4,4,4,5,5,1,1,5.5561937828518
"2557",3,3,4,4,5,1,0,2.25519398457667
"2558",5,5,5,5,5,1,1,8.56081700246639
"2559",3,3,4,4,5,1,1,2.60174565562774
"2560",4,4,4,4,5,1,1,4.6142303849082
"2561",4,3,5,5,5,1,1,5.54853069211446
"2562",4,3,3,5,5,1,1,3.56425371144619
"2563",3,3,3,3,2,0,0,-3.72576852275035
"2564",3,3,3,3,5,0,1,-1.04583890647407
"2565",3,3,3,3,5,0,1,-1.04583890647407
"2566",4,4,4,5,4,1,0,4.43184946339233
"2567",4,4,4,4,5,1,0,4.26767871385712
"2568",2,1,1,2,1,0,1,-10.0955361890715
"2569",3,3,3,4,4,0,1,-0.881668156938872
"2570",2,2,2,2,2,0,0,-7.67235514030855
"2571",3,4,3,4,5,1,1,2.60940874636508
"2572",3,3,4,4,5,1,1,2.60174565562774
"2573",4,4,4,4,5,1,1,4.6142303849082
"2574",3,3,4,3,3,0,1,-1.60928571295674
"2575",3,3,3,3,4,0,1,-1.82363155488248
"2576",2,2,2,2,2,0,0,-7.67235514030855
"2577",4,4,4,4,5,1,1,4.6142303849082
"2578",1,1,1,1,1,0,1,-12.0501827352241
"2579",4,4,3,2,2,0,0,-2.6552471914135
"2580",3,3,3,3,4,0,1,-1.82363155488248
"2581",2,2,4,4,3,0,0,-3.02635871534467
"2582",3,3,4,3,5,0,1,-0.05370041613994
"2583",3,3,4,3,4,0,1,-0.831493064548341
"2584",4,4,4,3,5,1,0,3.32571531591352
"2585",4,4,5,5,5,1,0,6.20178060213486
"2586",3,3,3,3,4,0,0,-2.17018322593355
"2587",2,3,2,3,3,0,0,-4.95279751288507
"2588",1,2,1,2,2,0,0,-9.67717677885166
"2589",3,3,4,3,5,0,1,-0.05370041613994
"2590",3,3,3,3,5,0,0,-1.39239057752515
"2591",1,1,2,3,1,0,0,-9.5206691200538
"2592",3,3,3,3,4,0,0,-2.17018322593355
"2593",3,4,4,5,5,1,0,4.19695896359175
"2594",3,3,3,4,2,0,0,-2.78380512480675
"2595",3,3,3,3,4,0,0,-2.17018322593355
"2596",2,2,2,3,2,0,1,-6.38384007131387
"2598",5,5,5,5,5,1,1,8.56081700246639
"2599",4,4,4,4,5,1,1,4.6142303849082
"2600",4,4,4,4,5,1,0,4.26767871385712
"2601",4,3,4,4,4,1,1,2.83663615542832
"2602",3,3,4,5,5,1,0,3.19715738252027
"2603",3,3,3,4,5,0,1,-0.103875508530471
"2604",3,3,4,3,4,0,1,-0.831493064548341
"2605",1,1,1,2,1,0,1,-11.1082193372805
"2606",4,4,4,4,4,1,0,3.48988606544872
"2607",5,3,5,3,5,1,0,4.33073537338516
"2608",3,3,4,3,4,0,0,-1.17804473559942
"2609",4,4,4,4,5,1,1,4.6142303849082
"2610",4,3,4,4,5,1,1,3.61442880383672
"2611",3,3,3,3,4,0,1,-1.82363155488248
"2612",3,3,3,3,3,0,0,-2.94797587434195
"2613",2,2,3,3,4,0,0,-4.18266795521401
"2614",5,3,3,5,5,1,1,4.57693685965517
"2615",3,3,4,4,4,0,1,0.110470333395263
"2616",2,3,3,1,1,0,0,-7.40017111525494
"2617",2,2,2,1,2,0,1,-8.26776686720108
"2618",3,3,4,3,3,0,1,-1.60928571295674
"2619",3,3,3,3,5,0,0,-1.39239057752515
"2620",3,3,3,4,4,0,1,-0.881668156938872
"2621",4,3,4,3,4,0,0,-0.165361587390438
"2622",3,3,4,4,4,0,0,-0.236081337655814
"2623",3,3,2,2,3,0,0,-4.88207776261969
"2624",4,4,4,3,5,1,1,3.6722669869646
"2625",2,2,3,3,4,0,1,-3.83611628416293
"2626",3,3,2,3,2,0,1,-4.37135534203341
"2627",4,3,3,3,4,0,0,-1.15750007772457
"2628",4,4,4,3,5,1,0,3.32571531591352
"2629",4,4,4,4,5,1,1,4.6142303849082
"2630",3,3,3,3,4,0,0,-2.17018322593355
"2631",3,3,4,4,1,0,0,-2.56945928288102
"2632",3,3,3,3,4,0,0,-2.17018322593355
"2633",4,4,5,4,5,1,0,5.25981720419126
"2634",4,4,5,5,5,1,0,6.20178060213486
"2635",2,2,2,2,3,0,1,-6.54801082084907
"2637",4,4,4,4,5,1,1,4.6142303849082
"2638",3,3,4,4,5,1,1,2.60174565562774
"2639",3,3,3,3,4,0,1,-1.82363155488248
"2640",3,3,3,3,4,0,0,-2.17018322593355
"2641",4,4,4,4,5,1,1,4.6142303849082
"2642",3,3,3,3,3,0,0,-2.94797587434195
"2643",3,3,3,3,4,0,0,-2.17018322593355
"2644",4,4,4,4,4,1,0,3.48988606544872
"2645",4,4,4,4,4,1,1,3.8364377364998
"2646",3,3,3,3,4,0,1,-1.82363155488248
"2647",2,2,3,3,2,0,1,-5.39170158097973
"2648",3,3,4,4,4,0,1,0.110470333395263
"2649",4,4,4,3,5,1,1,3.6722669869646
"2650",3,3,3,3,4,0,0,-2.17018322593355
"2651",3,3,4,4,4,0,0,-0.236081337655814
"2652",1,1,1,1,1,0,0,-12.3967344062751
"2653",3,3,3,3,4,0,0,-2.17018322593355
"2654",3,3,4,5,5,1,1,3.54370905357135
"2655",3,3,3,3,4,0,1,-1.82363155488248
"2656",3,4,4,5,4,1,0,3.41916631518335
"2657",4,4,4,4,4,1,1,3.8364377364998
"2658",3,3,3,4,4,0,1,-0.881668156938872
"2659",4,4,4,4,5,1,1,4.6142303849082
"2660",2,3,3,2,2,0,1,-5.33386339785186
"2661",3,3,3,3,4,0,1,-1.82363155488248
"2662",3,3,3,3,4,0,0,-2.17018322593355
"2663",2,1,2,2,2,0,1,-8.32560505032895
"2664",2,2,2,2,3,0,0,-6.89456249190015
"2665",3,3,3,3,4,0,1,-1.82363155488248
"2667",4,4,4,4,5,1,1,4.6142303849082
"2668",1,1,1,1,1,0,1,-12.0501827352241
"2669",4,4,4,5,5,1,1,5.5561937828518
"2670",3,3,3,3,4,0,1,-1.82363155488248
"2671",5,5,4,4,5,1,1,6.62671511418865
"2672",4,4,4,4,4,1,0,3.48988606544872
"2673",3,3,4,3,4,0,1,-0.831493064548341
"2674",3,3,4,4,4,0,0,-0.236081337655814
"2675",4,3,4,4,4,1,0,2.49008448437725
"2676",3,3,4,4,4,0,0,-0.236081337655814
"2678",4,4,4,5,5,1,1,5.5561937828518
"2679",2,2,2,2,4,0,1,-5.77021817244067
"2680",4,5,5,5,5,1,1,7.54813385425741
"2681",4,4,4,4,5,1,0,4.26767871385712
"2682",3,3,2,3,5,0,0,-2.38452906785929
"2683",3,3,3,3,5,0,1,-1.04583890647407
"2684",4,4,5,5,5,1,1,6.54833227318594
"2685",4,4,4,4,5,1,1,4.6142303849082
"2686",4,4,4,4,5,1,0,4.26767871385712
"2687",3,3,3,3,4,0,0,-2.17018322593355
"2688",3,3,4,3,4,0,1,-0.831493064548341
"2689",3,3,3,3,4,0,1,-1.82363155488248
"2690",4,4,5,5,5,1,1,6.54833227318594
"2691",5,5,5,5,5,1,0,8.21426533141532
"2692",5,5,5,5,5,1,0,8.21426533141532
"2693",4,4,4,4,5,1,1,4.6142303849082
"2694",3,3,3,3,4,0,1,-1.82363155488248
"2695",2,3,2,3,2,0,0,-5.73059016129347
"2696",3,3,3,3,4,0,1,-1.82363155488248
"2697",3,3,3,3,4,0,1,-1.82363155488248
"2698",4,4,4,4,5,1,0,4.26767871385712
"2699",3,3,3,3,4,0,0,-2.17018322593355
"2700",2,2,2,2,4,0,0,-6.11676984349175
"2701",5,5,5,5,5,1,1,8.56081700246639
"2702",4,3,4,5,5,1,1,4.55639220178033
"2703",3,3,3,3,4,0,1,-1.82363155488248
"2704",4,4,5,5,5,1,0,6.20178060213486
"2705",3,3,3,3,4,0,0,-2.17018322593355
"2706",4,4,4,4,4,1,0,3.48988606544872
"2707",4,4,4,3,5,1,1,3.6722669869646
"2708",3,3,4,4,4,0,1,0.110470333395263
"2709",4,4,4,3,4,1,0,2.54792266750512
"2710",3,3,4,4,4,0,1,0.110470333395263
"2711",3,3,3,3,3,0,1,-2.60142420329088
"2712",3,3,3,3,4,0,0,-2.17018322593355
"2713",3,3,3,3,3,0,0,-2.94797587434195
"2714",2,2,3,3,2,0,0,-5.73825325203081
"2715",3,3,3,3,4,0,1,-1.82363155488248
"2716",2,3,2,2,3,0,0,-5.89476091082867
"2717",4,3,4,4,5,1,1,3.61442880383672
"2718",2,4,2,2,2,0,0,-5.6727519781656
"2719",2,1,2,2,2,0,1,-8.32560505032895
"2720",2,2,3,3,2,0,1,-5.39170158097973
"2721",4,4,4,4,5,1,1,4.6142303849082
"2722",2,3,4,4,4,0,1,-0.902212814813717
"2723",4,4,4,4,5,1,1,4.6142303849082
"2724",3,3,3,3,5,0,0,-1.39239057752515
