"","UNIQUE_ID","High_Performer","Protected_Group","Retained","scale","bio_scale","SJ1.score","SJ2.score","SJ3.score","SJ4.score","SJ5.score","SJ6.score","SJ7.score","SJ8.score","SJ9.score","latency","PScale1","PScale2","PScale3","PScale4","PScale5","PScale6","PScale7","PScale8","PScale9","PScale10","PScale11","PScale12","PScale13"
"254",230356896,1,0,0,6.20178060213486,0.118035800533122,0.088268947151857,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0697295574471017,-0.273482857113636,0.0733464753010898,-0.389362522468815,70.3333333333333,2.75,4,3.25,2.25,3.5,3.33333333333333,1,1.5,1,1.5,1.75,1.25,1.2
"255",245035464,1,1,0,4.26767871385712,0.153203553577247,0.190540246803742,-0.135979512919568,0.224366218008776,-0.0782702222235596,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.175268761698318,111.555555555556,2.5,3.75,3,1.25,3,3,1.5,1.25,1,1,2.25,1,2
"256",245097819,1,0,1,4.6142303849082,-0.110658957195847,-0.331745058615635,-0.134892008742598,-0.177824934254533,0.00938328374616502,-0.0419923234371015,0.057262845389879,-0.0997197298364098,0.0153154829883771,0.1613607670349,44.5555555555556,1.75,3.25,1.25,3.5,2,2.16666666666667,2,1.5,2,2.25,3,3.5,1.8
"258",245106986,1,1,1,3.6722669869646,0.194063117337625,0.088268947151857,-0.0295278093050692,0.019915664942267,0.00739140818196312,0.119082310470903,0.0697295574471017,0.0486520924781456,-0.0730077558028678,0.1613607670349,63.3333333333333,4,4,3.75,1.75,4,3.5,1,2,1,1,1.25,1,1.2
"259",245145418,0,0,0,-2.17018322593355,0.082424999857478,-0.1485486438502,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.0576981988450397,70,4,4,3.75,1,2.5,3.33333333333333,1,4,1,1.25,1.25,1.75,1.8
"260",245201912,0,0,0,-2.17018322593355,-0.203669067667211,0.088268947151857,0.180214679108811,0.193980055278995,-0.0274278672873789,0.0195283973148153,0.0308841431621186,0.0486520924781456,-0.0730077558028678,-0.0576981988450397,75.5555555555556,2,2,2,3,2,2.83333333333333,2,3,2,2,3.25,3,2.2
"261",245175231,1,0,1,3.8364377364998,0.0658599004045989,0.190540246803742,0.180214679108811,0.105069144058838,0.00938328374616502,-0.152292850959183,0.0697295574471017,0.0421189851117737,0.0770531466804187,0.135627171835627,106.777777777778,2.75,3.5,3.25,2,3.25,3.16666666666667,1,3,1,1,1.75,1.5,1.2
"262",245118488,0,0,1,-3.82845319342559,0.152947633936374,-0.0317977188044307,0.180214679108811,-0.159758599813203,-0.106599064831381,0.0195283973148153,0.0308841431621186,0.0421189851117737,0.0153154829883771,0.273474905103578,52,4,3.25,2.5,1,3.25,3.33333333333333,1,1.75,1,1,1,1,1.6
"263",245075369,0,0,1,-3.83611628416293,0.0669991119112527,0.125814021895194,-0.0295278093050692,0.193980055278995,0.00739140818196312,-0.0419923234371015,-0.111415965035121,-0.0997197298364098,-0.436808950440348,-0.389362522468815,80.1111111111111,3,3,3.5,2.5,2.75,3.16666666666667,2,2,1.5,1.5,2,2,1.8
"264",241658692,1,1,0,3.48988606544872,0.152335576137446,0.088268947151857,0.180214679108811,-0.117968845539627,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0558125618011219,0.0153154829883771,-0.175268761698318,23.8888888888889,2.5,4,4,1,1,3.66666666666667,1,1.75,1,1,2.25,1,1
"265",242283900,1,1,1,4.55639220178033,0.136261235259703,-0.0317977188044307,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.0576981988450397,37.1111111111111,4,4,3.5,1.25,4,4,1,3.75,1,1,1.5,1,1.2
"266",245127624,0,1,1,-2.60142420329088,0.196451586974103,-0.1485486438502,-0.134892008742598,0.019915664942267,0.00938328374616502,0.0195283973148153,-0.188681162334108,-0.0997197298364098,0.0770531466804187,0.273474905103578,29.5555555555556,4,4,4,1,4,4,1.75,1,1,1,1,2.5,1
"267",245225433,0,0,0,-1.17804473559942,-0.0554407628755933,0.125814021895194,-0.00732295582083226,0.019915664942267,-0.0274278672873789,0.0195283973148153,0.057262845389879,0.0486520924781456,0.0153154829883771,-0.0576981988450397,53.4444444444444,1,2.5,3.25,1,4,3.16666666666667,1,3.25,1,1,4,3.25,1
"268",245212893,1,0,0,3.25499556564814,-0.183362071386251,0.088268947151857,-0.134892008742598,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0558125618011219,0.0770531466804187,-0.175268761698318,47,2.5,3,3,2.75,3,2.5,2,2.25,2,1.75,3,3,2.4
"269",245245113,1,1,0,4.26767871385712,0.123904993032912,0.125814021895194,-0.00732295582083226,0.193980055278995,0.00938328374616502,0.0195283973148153,0.057262845389879,0.00347663852804739,0.0733464753010898,0.1613607670349,117.111111111111,3,4,4,1,2.5,3.5,1.25,3.25,1,1,1.5,1.75,2
"271",244983292,0,0,1,-1.82363155488248,-0.230523722171403,NA,NA,0.193980055278995,0.0277138569392193,0.0195283973148153,-0.406635941744661,0.00347663852804739,0.0770531466804187,-0.143782005780726,NA,2,3,2.25,1.5,1,3.66666666666667,1.25,1.25,1,2.25,3.25,2,NA
"272",245134364,0,1,1,-5.5482092397776,-0.166819452882143,NA,NA,-0.177824934254533,-0.0274278672873789,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.0576981988450397,NA,2,3.25,3,2.5,1.75,2.5,2.25,2.25,1.75,2.25,2.25,2.25,NA
"273",245164927,1,0,1,3.6722669869646,-0.0400112299184309,-0.1485486438502,0.180214679108811,0.019915664942267,0.00938328374616502,-0.152292850959183,-0.188681162334108,0.00347663852804739,-0.436808950440348,0.1613607670349,98,2,2.75,2.25,2.25,2.75,2.83333333333333,1.25,2,2,2.25,3,1.75,1.8
"274",245222274,1,0,0,4.31785380624765,0.139736109822859,0.088268947151857,-0.144094909187762,0.193980055278995,-0.0274278672873789,0.0195283973148153,0.0308841431621186,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,38.6666666666667,3,3.5,3,2,3,2.83333333333333,1.25,2.5,1.25,2,2,1.75,2.4
"275",245154735,0,0,1,-5.77021817244067,0.0110988357694466,-0.411723260291882,0.180214679108811,0.019915664942267,0.00938328374616502,-0.0419923234371015,0.0308841431621186,0.0486520924781456,-0.0730077558028678,0.135627171835627,31,2.5,2.75,3.75,2,1.5,3.16666666666667,1.25,2.75,1,1.5,1.75,1.5,1.8
"276",245049838,0,0,1,-0.0460373254026,0.0276882377724533,0.088268947151857,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.0576981988450397,38.3333333333333,2,3.75,3.5,3,2.5,3.5,1,2.5,1,1.5,2.5,2.5,2.4
"277",245062218,0,1,0,-1.39239057752515,0.00911541095711877,0.088268947151857,-0.123004962836159,-0.177824934254533,0.00938328374616502,0.119082310470903,0.0308841431621186,0.00347663852804739,-0.0730077558028678,0.1613607670349,60.2222222222222,2,3.25,2.25,1,1.5,3.33333333333333,2,3.25,1.75,2,3.25,2.25,2.4
"278",244957845,0,0,1,-5.77021817244067,-0.114190347970336,-0.143742027347242,0.180214679108811,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.0558125618011219,-0.0730077558028678,-0.0576981988450397,98.8888888888889,2,4,2.75,2,1.75,3.5,1,3,1,1.75,3.75,2.25,1.8
"279",245091031,1,0,1,4.6142303849082,0.022987894700425,-0.0317977188044307,0.180214679108811,0.193980055278995,0.123524902704998,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.0576981988450397,93.5555555555556,3,3.25,1.5,3,1.5,2.83333333333333,1.25,1.75,1,2,2.5,1.75,1.4
"280",245202935,0,1,1,-0.103875508530471,-0.081310151896838,0.125814021895194,-0.135979512919568,-0.308766036924631,0.00739140818196312,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0733464753010898,0.1613607670349,72.2222222222222,3.75,3.5,3.75,1.25,4,3.83333333333333,1.25,2.5,1,1,1.5,1,1.2
"281",245206714,1,0,0,2.47720291723974,0.128372666221573,-0.0317977188044307,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0733464753010898,-0.175268761698318,50.3333333333333,4,4,4,2.5,4,4,1,2.5,1,1,1,1.75,1.2
"282",245146693,0,0,0,-0.379707429316172,0.0486520069648214,-0.0317977188044307,0.180214679108811,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.0486520924781456,0.0770531466804187,-0.175268761698318,19.6666666666667,3.25,3.25,3,2,2.75,3.16666666666667,1,2.25,1.5,1.25,2,1.25,1.8
"283",245116618,0,1,1,-1.04583890647407,0.0716291354147113,0.125814021895194,-0.479162720779084,-0.308766036924631,0.00938328374616502,-0.0419923234371015,-0.188681162334108,0.194158266658312,0.0733464753010898,0.1613607670349,72.2222222222222,3.75,4,4,1.25,2.75,3.16666666666667,1,3.5,1,1,2,1,1.6
"284",245250560,0,0,0,-5.73825325203081,-0.0125331337728833,-0.143742027347242,-0.134892008742598,0.193980055278995,0.00739140818196312,0.119082310470903,0.0308841431621186,0.0421189851117737,0.0733464753010898,-0.0576981988450397,41.1111111111111,3.75,4,4,1,1,3.16666666666667,1,3,1,1,1,1,1
"285",245096985,0,0,1,-1.04583890647407,-0.124511974689348,-0.331745058615635,-0.123004962836159,-0.308766036924631,0.0277138569392193,-0.152292850959183,-0.483029509985569,0.0558125618011219,0.0770531466804187,0.1613607670349,73.4444444444444,3,3,3.5,2.75,3,2.83333333333333,2,2,1,1.5,2.25,2.75,1.8
"286",244981506,0,0,0,-1.39239057752515,0.142492907798145,0.088268947151857,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.119082310470903,0.0308841431621186,0.00347663852804739,-0.0730077558028678,0.135627171835627,78.3333333333333,3.25,4,3.25,1,1,3,1,2.25,1.25,1,2.25,1.25,1.6
"287",245164709,0,1,0,-1.39239057752515,-0.120760726457713,-0.0317977188044307,-0.0295278093050692,-0.155680195179028,0.0794715033920372,0.0195283973148153,0.0308841431621186,0.00347663852804739,-0.0730077558028678,0.1613607670349,69.1111111111111,1.5,3,2,3.75,1.75,2.83333333333333,2.25,4,1,2.25,4,1.75,2.4
"288",245069681,0,1,0,-3.94011436467609,0.147236205846983,-0.262029781875302,0.180214679108811,0.019915664942267,0.0196180801388833,0.0195283973148153,0.0308841431621186,0.0421189851117737,-0.0730077558028678,-0.389362522468815,55.5555555555556,3.75,4,2.75,1.5,3,3,1.25,2.25,1,1,1,1.75,1.4
"289",245152045,1,0,1,3.61442880383672,-0.129981618684173,-0.338774370801121,0.180214679108811,-0.155680195179028,0.00739140818196312,-0.0419923234371015,0.057262845389879,0.194158266658312,0.0153154829883771,-0.389362522468815,67.1111111111111,2.25,3.75,2.5,3,2.33333333333333,3.33333333333333,1.25,1.75,1,1.75,2,1.75,1.4
"290",245091134,0,1,0,-7.67235514030855,0.0841591848453283,-0.0317977188044307,-0.134892008742598,0.224366218008776,-0.0274278672873789,-0.0419923234371015,0.0697295574471017,0.00347663852804739,0.0153154829883771,0.1613607670349,71.2222222222222,4,3.5,4,1.75,3.25,3.66666666666667,1.25,3.5,1,1,1.5,1,1.6
"291",245112907,1,0,0,4.26767871385712,0.0456815078132305,0.190540246803742,0.180214679108811,0.019915664942267,0.00739140818196312,0.0195283973148153,0.0308841431621186,-0.0997197298364098,0.0733464753010898,0.135627171835627,58,3.25,3.25,4,2.75,3.25,3.16666666666667,1.25,2,1,1,1.5,2,1.2
"292",245157166,1,1,1,4.6142303849082,0.120023982076242,0.125814021895194,0.180214679108811,0.193980055278995,0.00739140818196312,0.0195283973148153,-0.188681162334108,0.00289449124236004,0.0770531466804187,0.273474905103578,96.4444444444444,4,3.5,3,1.75,3.25,2.83333333333333,1.25,1,1,1,2.5,1.25,1.4
"293",245113850,0,1,0,-2.17018322593355,0.00878033246686467,0.125814021895194,-0.135979512919568,0.224366218008776,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0153154829883771,0.1613607670349,84.1111111111111,4,4,4,1,3.25,3.16666666666667,1,1.75,1,1,1,1,1
"295",245103050,0,0,1,-1.04583890647407,0.0485837172252626,0.088268947151857,-0.135979512919568,0.019915664942267,-0.0782702222235596,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.0576981988450397,43.8888888888889,3,4,3.75,1,3.5,3.33333333333333,1.5,3.25,1,1.25,2.25,2.25,1.8
"296",245035055,0,1,1,-12.0501827352241,0.177841298386491,0.125814021895194,0.180214679108811,0.193980055278995,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.0486520924781456,-0.0730077558028678,0.1613607670349,588.888888888889,3,3.75,4,1,4,3.5,1,1.75,1.25,1,1.75,2.5,1.2
"297",245147743,1,0,1,2.60174565562774,-0.134076937809242,0.125814021895194,-0.134892008742598,-0.177824934254533,0.00938328374616502,0.0195283973148153,0.0496020199988172,0.0486520924781456,0.0733464753010898,-0.0576981988450397,24.3333333333333,2.25,2.75,2.75,2,3,3,2.75,1.75,2.25,2.25,2.5,2,2
"298",243080796,0,0,0,-6.50838280970187,0.0740606124035583,0.125814021895194,0.180214679108811,-0.117968845539627,0.00739140818196312,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.273474905103578,32.1111111111111,3.75,3.75,4,1,3.5,3.5,1,1.75,1,1.5,1.5,1,1.4
"299",244982019,0,0,1,-8.18197895866859,-0.0997869081779375,0.088268947151857,-0.123004962836159,0.193980055278995,0.0277138569392193,-0.152292850959183,0.0308841431621186,0.0558125618011219,0.0733464753010898,0.135627171835627,70.2222222222222,2,2.75,2,3.25,2,2.5,1.5,2.75,1.75,2,3,2.25,2
"300",245129197,0,0,1,-1.82363155488248,0.0916337543620678,0.088268947151857,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.135627171835627,24.1111111111111,4,3.75,4,1,4,2.66666666666667,1,2,1,1,1,1.75,1.8
"301",245066484,0,0,0,-2.17018322593355,-0.0320292761271951,0.088268947151857,-0.00732295582083226,0.105069144058838,0.00739140818196312,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.0730077558028678,0.273474905103578,48.2222222222222,2.75,3.25,2.5,2.25,2.5,2.83333333333333,2,1.75,1.75,2,2,2,1.6
"302",245095183,0,0,1,-4.39189999990826,0.0743273498820953,0.088268947151857,-0.00732295582083226,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,-0.0997197298364098,0.0733464753010898,0.135627171835627,62.4444444444444,1.25,4,4,1,2.25,2.33333333333333,1,1,3.25,1.25,2.75,1,1.6
"303",245062214,0,1,1,-4.55607074944346,-0.251786591697098,0.125814021895194,-0.395892795585364,0.019915664942267,0.00938328374616502,-0.323977843362693,-0.111415965035121,0.00347663852804739,0.0733464753010898,-0.0576981988450397,52.4444444444444,2.25,2.25,2.5,2.25,2,2.66666666666667,2,2.75,1.5,2.25,2.25,3.25,2.4
"304",244209247,0,1,1,-3.61410735149986,0.000868243071777923,0.125814021895194,0.180214679108811,-0.27104382779605,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,-0.0730077558028678,-0.175268761698318,53.1111111111111,1,3.75,3,3.25,1.75,2.5,2.25,2,2.25,2,2.5,2.75,1.6
"305",245118700,0,0,1,-1.82363155488248,-0.0764556839974144,-0.1485486438502,-0.134892008742598,-0.159758599813203,0.00938328374616502,0.0195283973148153,0.057262845389879,0.0486520924781456,0.0733464753010898,-0.143782005780726,105.333333333333,2.25,3.5,3,2,1,3.16666666666667,1.5,2.75,1,2,3.5,2.5,2.2
"306",244967427,0,0,1,-1.83129464561982,0.153753093177047,-0.0317977188044307,-0.0295278093050692,0.193980055278995,0.0794715033920372,-0.0419923234371015,0.057262845389879,0.00289449124236004,-0.0730077558028678,0.135627171835627,75.6666666666667,4,4,4,1,4,3.83333333333333,1.25,2.75,1,1,1,1,1.4
"307",245207951,1,1,0,5.20964211180073,-0.134399233828058,0.088268947151857,0.180214679108811,0.019915664942267,-0.0782702222235596,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.0576981988450397,42.7777777777778,3.25,3.5,3.75,1.75,3.25,3.83333333333333,1.5,3.5,1,1.25,1.75,1.75,1.6
"308",244994873,0,1,0,-6.11676984349175,0.0611379479247726,-0.262029781875302,-0.123004962836159,-0.177824934254533,0.00938328374616502,-0.131017483284654,-0.104544200337258,0.00347663852804739,0.0153154829883771,0.135627171835627,49.8888888888889,3.25,3.75,3.75,1.5,1,3.33333333333333,1,3.5,1,1.5,1.25,1,2
"309",241204008,1,0,1,4.6142303849082,0.112171862392114,-0.262029781875302,0.180214679108811,0.105069144058838,0.00938328374616502,0.119082310470903,0.0308841431621186,-0.273482857113636,-0.64123649712036,0.273474905103578,62.5555555555556,3.25,3.75,4,1,4,3.5,2,2.5,1.25,1,1.5,2.5,2
"311",245079887,0,0,1,-2.60142420329088,0.130585096166826,0.088268947151857,0.180214679108811,0.193980055278995,-0.106599064831381,0.119082310470903,0.0308841431621186,0.00347663852804739,-0.163970353214532,0.273474905103578,129.666666666667,4,3.25,4,1.25,4,4,1.5,1.25,1,1,1,1.25,2
"312",124245028,0,0,1,-6.33366497892334,0.165137287658225,-0.41438433197597,0.180214679108811,0.105069144058838,0.00938328374616502,-0.152292850959183,0.0308841431621186,0.0421189851117737,0.0770531466804187,0.273474905103578,30.8888888888889,4,4,3.5,1.25,3.75,3.33333333333333,1,1,1.25,1,1.25,1,1
"313",244239631,1,0,0,7.27230193347171,0.0784613642870826,0.088268947151857,-0.134892008742598,-0.117968845539627,-0.0274278672873789,0.119082310470903,0.0697295574471017,-0.0997197298364098,0.0733464753010898,0.273474905103578,51.2222222222222,3.5,4,4,1.75,4,3.83333333333333,1,2,1,1,1.25,1,1.8
"314",245046409,1,0,0,2.32591373484204,-0.0044339020743621,-0.143742027347242,0.180214679108811,-0.296359181077929,0.0794715033920372,0.0195283973148153,0.0496020199988172,0.0558125618011219,0.0770531466804187,-0.0576981988450397,99.7777777777778,3,3.25,2.75,2,1.75,2.6,1.75,2.5,1.5,2,2.75,2.5,2
"315",238086530,1,0,0,4.26767871385712,0.199764087160125,-0.0317977188044307,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0733464753010898,-0.0576981988450397,79.1111111111111,3,3.75,3.75,2,3.75,3.5,1,1.5,1,1.25,1.5,1.5,1.6
"316",239196782,0,0,1,-0.881668156938872,0.0553870480453807,-0.143742027347242,-0.00732295582083226,0.193980055278995,0.0305488045356784,0.0195283973148153,0.0496020199988172,0.00289449124236004,0.0770531466804187,-0.175268761698318,41.2222222222222,3.5,3.33333333333333,3.75,3,1,3.66666666666667,1,2.5,1,1,1.75,1,2
"317",245139180,0,1,1,-0.823829973811001,-0.0535011998806656,0.088268947151857,-0.144094909187762,-0.177824934254533,0.00938328374616502,0.119082310470903,0.057262845389879,0.00347663852804739,0.0153154829883771,-0.175268761698318,60.2222222222222,2.25,4,3.5,1.5,1.5,2.83333333333333,1.25,3.25,1,1,2.25,2.25,1.6
"318",245081760,0,0,0,-7.67235514030855,0.186184037914735,NA,NA,0.019915664942267,-0.0782702222235596,0.0195283973148153,0.0308841431621186,-0.0997197298364098,0.0153154829883771,0.1613607670349,NA,3.25,4,4,1,4,3.5,1,4,1.75,1,1,1.75,NA
"319",245207617,0,0,0,-1.22821982798995,0.0253564761855635,0.088268947151857,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0421189851117737,-0.347399718706184,0.1613607670349,28.3333333333333,3,3,2.75,1,1.75,3.5,1.25,2.5,1.75,2,1.5,1.25,1.4
"320",245139969,0,0,0,-10.5128076103879,-0.0925150633052689,-0.1485486438502,0.180214679108811,-0.27104382779605,-0.0782702222235596,0.0195283973148153,0.0308841431621186,-0.0997197298364098,0.0153154829883771,0.273474905103578,32.6666666666667,1,3.5,2.25,3.75,3,3,1.25,2.25,1,2,4,2,2.2
"321",245231276,1,1,0,3.48988606544872,0.0425742365599998,0.088268947151857,0.180214679108811,-0.177824934254533,0.00938328374616502,-0.0419923234371015,0.0697295574471017,0.00347663852804739,0.0733464753010898,-0.0576981988450397,151.222222222222,2.75,3.5,2.75,2.75,2,3.33333333333333,1.25,3.5,1,1.75,3,1.5,1.4
"322",245080291,1,0,1,7.61885360452279,0.132205873564166,0.125814021895194,-0.123004962836159,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0153154829883771,-0.0576981988450397,77.8888888888889,2.75,3.75,3,2,3.75,3,1,1.75,1.25,2,1.75,2,1.6
"323",245259157,0,0,0,-0.236081337655814,0.123700847859374,-0.262029781875302,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,-0.188681162334108,0.0421189851117737,0.0733464753010898,0.273474905103578,53.4444444444444,3.75,4,4,1,1.5,3.5,1.25,1.75,1,1,1.5,1,1.2
